44.0,4,97.0,52,2130.0,24.6,82,2.0,vw pickup
32.0,4,135.0,84,2295.0,11.6,82,1.0,dodge rampage
28.0,4,120.0,79,2625.0,18.6,82,1.0,ford ranger
31.0,4,119.0,82,2720.0,19.4,82,1.0,chevy s-10
18.0,8,307.0,130,3504.0,12.0,70,1.0,chevrolet chevelle malibu
15.0,8,350.0,165,3693.0,11.5,70,1.0,buick skylark 320
24.0,4,113.0,95,2372.0,15.0,70,3.0,toyota corona mark ii
28.0,4,116.0,90,2123.0,14.0,71,2.0,opel 1900
18.0,6,250.0,88,3021.0,16.5,73,1.0,ford maverick
26.0,4,108.0,93,2391.0,15.5,74,3.0,subaru
18.0,6,250.0,78,3574.0,21.0,76,1.0,ford granada ghia
19.4,8,318.0,140,3735.0,13.2,78,1.0,dodge diplomat
25.5,4,110.0,87,2672.0,17.5,70,2.0,peugeot 504
